"individualCount","eventDate","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","verbatimScientificName","datasetKey","commonName"
5,2021-10-28,"Himachal Pradesh","Shangarh To Daghara , Himachal Pradesh, IN (31.756, 77.383)",31.755877,77.38257,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-26,"Jammu and Kashmir","Jammu (32.73, 74.881)",32.73045,74.880974,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-27,"Sikkim","SSB Check Post, Phadamchen",27.243967,88.77362,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-23,"Gujarat","Vayana road",23.104279,72.388855,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
8,2021-11-30,"Rajasthan","Unnamed Road, Chhatrel, Rajasthan, IN (26.991, 70.734)",26.990637,70.73448,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-05,"Himachal Pradesh","Chohla - Thatri Road",32.224365,76.341255,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-31,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-29,"West Bengal","Jorepokhri",26.990484,88.15713,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-23,"Madhya Pradesh","Panna Tiger Reserve--Hinnauta Gate",24.64262,80.01597,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
25,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2021-11-06,"Rajasthan","outskirts of Bikaner (OBI)",28.0159,73.303,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
6,2021-11-27,"Madhya Pradesh","Pench Tiger Reserve--Turia Zone",21.739643,79.33436,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-11-29,"Himachal Pradesh","Pekhri, Himachal Pradesh, IN (31.642, 77.393)",31.642136,77.39281,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-11-28,"Haryana","Sultanpur Flats",28.456467,76.889145,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2021-11-28,"Rajasthan","Borabas, Rajasthan, IN (25.043, 75.711)",25.04266,75.71128,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-10-07,"Assam","Laina Grassland, Talap",27.704,95.508,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
6,2021-10-10,"Kerala","Tholpatty - Kutta - Coorg Road, Kerala, IN (11.92, 76.065)",11.920437,76.06533,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-10-16,"Uttarakhand","Indian Institute of Technology (IIT) Roorkee",29.864258,77.89866,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
25,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
12,2021-11-18,"Madhya Pradesh","Sakra elephant camp to gehri ghati camp river",24.52052,79.87935,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
3,2021-11-21,"Gujarat","Adhana Village (OBI)",23.111095,72.39412,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-15,"Karnataka","venkatanayappana halli",12.895499,77.28746,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-11-29,"Madhya Pradesh","Nauradehi Wildlife Sanctuary, Madhya Pradesh, India",23.549406,79.17793,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-11-05,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-09-18,"Punjab","Near LPU Phagwara",31.258724,75.71669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
NA,2021-10-09,"Rajasthan","Tal Chhapar Sanctuary",27.796604,74.43263,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
17,2021-09-18,"Madhya Pradesh","Madmau road",22.352667,80.69817,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
14,2021-11-20,"Uttarakhand","Chopta",30.485682,79.20091,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
2,2021-11-12,"Rajasthan","Bhainsrorgarh (OBI)",24.96684,75.55354,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-30,"Uttarakhand","Sunagar, Uttarakhand, IN (31.017, 78.711)- Jhala",31.017235,78.71119,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
8,2021-11-18,"Madhya Pradesh","Orchha Wildlife Sanctuary",25.33543,78.63863,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-11-02,"Maharashtra","Kapurwadi lake",19.116787,74.779816,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-18,"Maharashtra","Shirsuphal, Maharashtra, IN (18.322, 74.556)",18.322277,74.55576,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-09-09,"Haryana","summer sprint, Haryana, IN (28.366, 77.174)",28.366278,77.17406,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-23,"Tamil Nadu","Masinagudi Field Station, CES, IISc",11.574773,76.64593,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-09-07,"Rajasthan","near Chambal River, Kota (OBI)",25.13656,75.722855,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-09-11,"Madhya Pradesh","Forest Chauki, Shahganj road, Sehore",22.866013,77.70342,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-10-26,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-11-11,"Rajasthan","Desert NP--Sam to Sudasari Road",26.763712,70.54364,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
1,2021-11-01,"Uttarakhand","Makku, Uttarakhand, IN (30.487, 79.145)",30.486908,79.14509,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-11,"Karnataka","Arsikere Lake",13.299174,76.272026,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
9,2021-11-01,"Madhya Pradesh","Kanha National park, Mandla IN-MP 22.27523, 80.62517",22.275227,80.62517,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-10-31,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-10-23,"Madhya Pradesh","Pench Tiger Reserve--MP Overall",21.774559,79.288246,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
7,2021-12-01,"Himachal Pradesh","Triund (OBI)",32.256493,76.35831,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-11-23,"Uttarakhand","Chirbatiya Range, Uttarakhand, IN (30.405, 78.863)",30.405188,78.86343,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-10-27,"Ladakh","Keylong-Leh Road, Miru (33.74, 77.757)",33.740013,77.75707,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
4,2021-11-28,"Haryana","Mangar Bani",28.385614,77.15408,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
NA,2021-10-11,"Himachal Pradesh","Haripurdhar, Himachal Pradesh, IN (30.764, 77.528)",30.764418,77.52806,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2021-10-26,"Uttarakhand","Istragaad Village",31.129972,78.04825,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-17,"Madhya Pradesh","Viewpoint, Gandhisagar Dam.",24.68057,75.55978,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-28,"Madhya Pradesh","Jabalpur - Nagpur Road, Madhya Pradesh, IN (22.831, 79.763)",22.831211,79.76268,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-11-07,"Kerala","Kartikulam Tholpetty Road, Kerala, IN (11.873, 76.073)",11.873085,76.072815,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-11-29,"Madhya Pradesh","Nauradehi Wildlife Sanctuary, Madhya Pradesh, India",23.549406,79.17793,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
5,2021-10-19,"Madhya Pradesh","Kanha NP--Kisli Zone",22.298626,80.55058,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
4,2021-10-25,"Madhya Pradesh","Shipra Narmada Sangam",22.637938,75.99474,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-10-03,"Himachal Pradesh","Unnamed Road, Himachal Pradesh, IN (31.946, 76.161)",31.945503,76.161476,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-10-19,"Uttarakhand","mukhwa harshil",31.044323,78.79012,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-14,"Rajasthan","Unnamed Road, Rajasthan, IN (25.194, 75.792)",25.193813,75.79219,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
3,2021-10-31,"Madhya Pradesh","Bhopal, Madhya Pradesh, IN (23.215, 77.397)",23.215353,77.39689,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
4,2021-11-07,"Himachal Pradesh","Pong Dam--Nagrota Surian",32.044098,76.06049,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-27,"Rajasthan","Garadiya Mahadev Road, Daulatganj at, Rajasthan, IN (25.12, 75.72)",25.12004,75.72028,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-10-26,"Madhya Pradesh","Orchha, Niwari IN-MP 25.36506, 78.60167",25.365065,78.60167,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-10-10,"Rajasthan","Jatoli road",27.202223,77.51058,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-10-17,"Madhya Pradesh","Kanha NP--Kanha Zone",22.280678,80.62371,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
12,2021-09-12,"Tamil Nadu","Moyar Dam (Valley), Karnataka, IN (11.61, 76.69)",11.609836,76.69018,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
4,2021-10-07,"Assam","Laina Grassland, Talap",27.704,95.508,"Gyps tenuirostris G.R.Gray, 1844","Gyps tenuirostris","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Slender-billed Vulture"
1,2021-10-09,"Uttar Pradesh","Chikanipura, Uttar Pradesh, IN (26.77, 78.648)",26.769567,78.648346,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
23,2021-11-19,"Uttar Pradesh","Unnamed Road, Manglasi Uparhar, Uttar Pradesh, IN (26.764, 82.034)",26.763794,82.03436,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
10,2021-11-18,"Rajasthan","Jaislamer",26.843218,70.54613,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
30,2021-11-06,"Rajasthan","outskirts of Bikaner (OBI)",28.0159,73.303,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
7,2021-11-18,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-15,"Rajasthan","Mount Abu Sirohi County Rajasthan IN",24.590837,72.72258,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-09-13,"Ladakh","Unnamed Road (33.111, 78.835)",33.11089,78.835304,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-26,"Uttarakhand","Munsyari-Madkot Road, Uttarakhand",30.08894,80.243515,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-10-24,"Assam","Dora Beel (Wetland)",26.084295,91.449005,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
5,2021-10-17,"Madhya Pradesh","Kanha NP--Kanha Zone",22.280678,80.62371,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2021-11-15,"Himachal Pradesh","The Tragopan Aerie",31.621576,77.32112,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-15,"Himachal Pradesh","Naddi (OBI)",32.250656,76.30416,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
2,2021-11-21,"Karnataka","Mysore-Hassan Road",12.96669,76.1236,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-02,"Assam","Laina Grassland, Talap",27.704,95.508,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
9,2021-10-21,"Rajasthan","Garadia Mahadev Gourge, Chambal River",25.121616,75.72559,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2021-11-12,"Uttarakhand","Cloud end--Estate",30.466095,78.009735,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-31,"Rajasthan","Tal Chhapar Sanctuary",27.796604,74.43263,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
1,2021-11-26,"Uttar Pradesh","Okhla Bird Sanctuary",28.56687,77.30637,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-09,"Uttarakhand","Track to Khalia Top, Khaliya, Uttarakhand, IN (30.065, 80.208)",30.064539,80.20775,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2021-10-09,"Himachal Pradesh","Pong Dam--Nagrota Surian",32.044098,76.06049,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
18,2021-10-13,"Himachal Pradesh","Pong Dam--Nagrota Surian",32.044098,76.06049,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-08,"Uttarakhand","Thamri Kund, Uttarakhand, IN (30.039, 80.244)",30.03874,80.243866,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
6,2021-10-21,"Madhya Pradesh","Kanha NP--Kanha Zone",22.280678,80.62371,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
3,2021-11-15,"Himachal Pradesh","The Tragopan Aerie",31.621576,77.32112,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-21,"Uttarakhand","T15, Rajaji",30.123661,77.999756,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-11-05,"Uttarakhand","Suwakholi",30.445566,78.16223,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
6,2021-11-08,"Rajasthan","Desert NP (DNP) & Surroundings--General Area",26.905807,70.80606,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-10-09,"Karnataka","Mysore City Bird Atlas 50A: Thippayyana kere ತಿಪ್ಪಯ್ಯನ ಕೆರೆ",12.284007,76.709145,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-09,"Uttarakhand","Bhinlgana Range, Uttarakhand, IN (30.572, 78.867)",30.571756,78.86677,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-19,"Madhya Pradesh","Gangau Dam",24.624361,79.85716,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-10-08,"Uttarakhand","Kalamuni Road-Munsyari Road, Uttarakhand, IN (30.055, 80.214)",30.054758,80.21407,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-09-14,"Ladakh","South Pullu",34.248898,77.61943,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-10-30,"Himachal Pradesh","House Of Stories, Himachal Pradesh, IN (31.756, 77.377)",31.755749,77.377075,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
5,2021-11-29,"Tamil Nadu","Hydro Project Quarters, Masinagudi",11.576,76.64916,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-11-27,"Madhya Pradesh","Pench Tiger Reserve--Turia Zone",21.739643,79.33436,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
2,2021-10-08,"Rajasthan","Unnamed Road, Malah, Rajasthan, IN (27.188, 77.489)",27.188498,77.48896,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-14,"Sikkim","Gurudongmar Lake",28.02396,88.70895,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
35,2021-11-23,"Uttarakhand","Chopta",30.346195,79.0485,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
10,2021-11-07,"Himachal Pradesh","Nauradhar road, Karang, Himachal Pradesh, IN (30.821, 77.342)",30.821442,77.3424,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-09-26,"Kerala","Kartikulam Tholpetty Road, Kerala, IN (11.873, 76.073)",11.873085,76.072815,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
14,2021-11-20,"Uttarakhand","Chopta",30.485682,79.20091,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
4,2021-11-27,"Madhya Pradesh","Pench Tiger Reserve--Turia Zone",21.739643,79.33436,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
3,2021-10-28,"Uttarakhand","Nannatal",31.153276,78.16407,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-02,"Himachal Pradesh","Auto selected",31.42665,77.00262,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-20,"Rajasthan","Rajasthan State Highway 33, Jamoonya, Rajasthan, IN (25.056, 75.729)",25.056452,75.72894,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2021-11-09,"Karnataka","Harmain Garden, Ganganagar",12.351017,76.696266,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-09-20,"Rajasthan","Rajasthan State Highway 33, Jamoonya, Rajasthan, IN (25.056, 75.729)",25.056452,75.72894,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
7,2021-09-19,"Rajasthan","Jogi Talaab Road, Udaipur, Rajasthan, IN (24.508, 73.697)",24.507881,73.69701,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
